Date,Open,High,Low,Close,d/d % change,
3/21/17,"20,956.33","20,970.04","20,653.26","20,668.01",-1.14%,
3/20/17,"20,916.27","20,955.45","20,885.70","20,905.86",-0.04%,
3/17/17,"20,965.37","20,980.51","20,911.07","20,914.62",-0.10%,
3/16/17,"20,969.27","21,000.11","20,893.50","20,934.55",-0.07%,
3/15/17,"20,874.78","20,977.47","20,859.60","20,950.10",0.54%,
3/14/17,"20,848.60","20,874.00","20,786.31","20,837.37",-0.21%,
3/13/17,"20,899.28","20,926.06","20,845.71","20,881.48",-0.10%,
3/10/17,"20,919.01","20,940.29","20,827.66","20,902.98",0.21%,
3/9/17,"20,864.32","20,900.57","20,777.16","20,858.19",0.01%,
3/8/17,"20,940.44","20,951.44","20,835.58","20,855.73",-0.33%,
3/7/17,"20,934.89","20,970.54","20,901.26","20,924.76",-0.14%,
3/6/17,"20,955.71","20,986.43","20,912.11","20,954.34",-0.24%,
3/3/17,"21,008.75","21,039.96","20,953.86","21,005.71",0.01%,
3/2/17,"21,128.91","21,129.20","20,996.61","21,002.97",-0.53%,
3/1/17,"20,957.29","21,169.11","20,957.29","21,115.55",1.46%,
2/28/17,"20,833.88","20,841.24","20,781.21","20,812.24",-0.12%,
2/27/17,"20,808.71","20,851.33","20,774.76","20,837.44",0.08%,
2/24/17,"20,751.91","20,821.76","20,733.95","20,821.76",0.05%,
2/23/17,"20,817.21","20,840.70","20,746.41","20,810.32",0.17%,
2/22/17,"20,715.41","20,781.59","20,692.39","20,775.60",0.16%,
2/21/17,"20,663.43","20,757.64","20,663.37","20,743.00",0.58%,
2/17/17,"20,564.13","20,624.05","20,532.61","20,624.05",0.02%,
2/16/17,"20,627.31","20,639.87","20,556.83","20,619.77",0.04%,
2/15/17,"20,504.27","20,620.45","20,496.03","20,611.86",0.52%,
2/14/17,"20,374.22","20,504.41","20,374.02","20,504.41",0.45%,
2/13/17,"20,338.54","20,441.48","20,322.95","20,412.16",0.70%,
2/10/17,"20,211.23","20,298.21","20,204.76","20,269.37",0.48%,
2/9/17,"20,061.73","20,206.36","20,061.73","20,172.40",0.59%,
2/8/17,"20,049.29","20,068.28","20,015.33","20,054.34",-0.18%,
2/7/17,"20,107.62","20,155.35","20,068.68","20,090.29",0.19%,
2/6/17,"20,025.61","20,094.95","20,002.81","20,052.42",-0.09%,
2/3/17,"19,964.21","20,081.48","19,964.21","20,071.46",0.94%,
2/2/17,"19,858.34","19,922.75","19,831.09","19,884.91",-0.03%,
2/1/17,"19,923.81","19,967.73","19,845.99","19,890.94",0.14%,
1/31/17,"19,913.16","19,918.17","19,784.77","19,864.09",-0.54%,
1/30/17,"20,028.62","20,028.62","19,870.39","19,971.13",-0.61%,
1/27/17,"20,103.36","20,115.97","20,072.64","20,093.78",-0.04%,
1/26/17,"20,076.25","20,125.58","20,067.53","20,100.91",0.16%,
1/25/17,"19,994.48","20,082.00","19,994.48","20,068.51",0.78%,
1/24/17,"19,794.68","19,949.24","19,786.71","19,912.71",0.57%,
1/23/17,"19,794.79","19,833.98","19,732.36","19,799.85",-0.14%,
1/20/17,"19,795.06","19,843.94","19,759.14","19,827.25",0.48%,
1/19/17,"19,813.55","19,824.14","19,677.94","19,732.40",-0.37%,
1/18/17,"19,822.73","19,828.20","19,739.00","19,804.72",-0.11%,
1/17/17,"19,848.82","19,882.99","19,775.35","19,826.77",-0.30%,
1/13/17,"19,912.54","19,952.03","19,849.38","19,885.73",-0.03%,
1/12/17,"19,926.21","19,929.29","19,770.47","19,891.00",-0.32%,
1/11/17,"19,887.38","19,973.42","19,833.16","19,954.28",0.50%,
1/10/17,"19,876.35","19,957.12","19,836.03","19,855.53",-0.16%,
1/9/17,"19,931.41","19,943.78","19,887.38","19,887.38",-0.38%,
1/6/17,"19,906.96","19,999.63","19,834.08","19,963.80",0.32%,
1/5/17,"19,924.56","19,948.60","19,811.12","19,899.29",-0.21%,
1/4/17,"19,890.94","19,956.14","19,878.83","19,942.16",0.30%,
1/3/17,"19,872.86","19,938.53","19,775.93","19,881.76",0.60%,
12/30/16,"19,833.17","19,852.55","19,718.67","19,762.60",-0.29%,
12/29/16,"19,835.46","19,878.44","19,788.94","19,819.78",-0.07%,
12/28/16,"19,964.31","19,981.11","19,827.31","19,833.68",-0.56%,
12/27/16,"19,943.46","19,980.24","19,939.80","19,945.04",0.06%,
12/23/16,"19,908.61","19,934.15","19,899.06","19,933.81",0.07%,
12/22/16,"19,922.68","19,933.83","19,882.19","19,918.88",-0.12%,
12/21/16,"19,968.97","19,986.56","19,941.96","19,941.96",-0.16%,
12/20/16,"19,920.59","19,987.63","19,920.42","19,974.62",0.46%,
12/19/16,"19,836.66","19,917.78","19,832.95","19,883.06",0.20%,
12/16/16,"19,909.01","19,923.17","19,821.00","19,843.41",-0.04%,
12/15/16,"19,811.50","19,951.29","19,811.50","19,852.24",0.30%,
12/14/16,"19,876.13","19,966.43","19,748.67","19,792.53",-0.60%,
12/13/16,"19,852.21","19,953.75","19,846.45","19,911.21",0.58%,
12/12/16,"19,770.20","19,824.59","19,747.74","19,796.43",0.20%,
12/9/16,"19,631.35","19,757.74","19,623.19","19,756.85",0.72%,
12/8/16,"19,559.94","19,664.97","19,527.83","19,614.81",0.33%,
12/7/16,"19,241.99","19,558.42","19,229.83","19,549.62",1.55%,
12/6/16,"19,219.91","19,255.89","19,184.74","19,251.78",0.18%,
12/5/16,"19,244.35","19,274.85","19,186.73","19,216.24",0.24%,
12/2/16,"19,161.25","19,196.14","19,141.18","19,170.42",-0.11%,
12/1/16,"19,149.20","19,214.30","19,138.79","19,191.93",0.36%,
11/30/16,"19,135.64","19,225.29","19,123.38","19,123.58",0.01%,
11/29/16,"19,064.07","19,144.40","19,062.22","19,121.60",0.12%,
11/28/16,"19,122.14","19,138.72","19,072.25","19,097.90",-0.28%,
11/25/16,"19,093.72","19,152.14","19,093.72","19,152.14",0.36%,
11/23/16,"19,015.52","19,083.76","19,000.38","19,083.18",0.31%,
11/22/16,"18,970.39","19,043.90","18,962.82","19,023.87",0.35%,
11/21/16,"18,898.68","18,960.76","18,883.10","18,956.69",0.47%,
11/18/16,"18,905.33","18,915.74","18,853.83","18,867.93",-0.19%,
11/17/16,"18,866.22","18,904.03","18,845.27","18,903.82",0.19%,
11/16/16,"18,909.85","18,909.85","18,825.89","18,868.14",-0.29%,
11/15/16,"18,858.21","18,925.26","18,806.06","18,923.06",0.29%,
11/14/16,"18,876.77","18,934.05","18,815.75","18,868.69",0.11%,
11/11/16,"18,781.65","18,855.78","18,736.96","18,847.66",0.21%,
11/10/16,"18,603.14","18,873.66","18,603.14","18,807.88",1.17%,
11/9/16,"18,317.26","18,650.06","18,252.55","18,589.69",1.40%,
11/8/16,"18,251.38","18,400.50","18,200.75","18,332.74",0.40%,
11/7/16,"17,994.64","18,263.30","17,994.64","18,259.60",2.08%,
11/4/16,"17,928.35","17,986.76","17,883.56","17,888.28",-0.24%,
11/3/16,"17,978.75","18,006.96","17,904.07","17,930.67",-0.16%,
11/2/16,"18,017.72","18,044.15","17,931.89","17,959.64",-0.43%,
11/1/16,"18,158.24","18,177.01","17,940.84","18,037.10",-0.58%,
10/31/16,"18,176.60","18,193.68","18,130.58","18,142.42",-0.10%,
10/28/16,"18,193.79","18,257.06","18,094.97","18,161.19",-0.05%,
10/27/16,"18,234.81","18,253.20","18,149.20","18,169.68",-0.16%,
10/26/16,"18,103.80","18,236.04","18,062.30","18,199.33",0.17%,
10/25/16,"18,206.52","18,241.69","18,151.70","18,169.27",-0.30%,
10/24/16,"18,197.14","18,275.04","18,191.18","18,223.03",0.43%,
10/21/16,"18,152.63","18,168.76","18,049.77","18,145.71",-0.09%,
10/20/16,"18,161.87","18,249.05","18,129.07","18,162.35",-0.22%,
10/19/16,"18,178.21","18,252.20","18,169.25","18,202.62",0.22%,
10/18/16,"18,145.06","18,225.80","18,129.45","18,161.94",0.42%,
10/17/16,"18,135.85","18,162.28","18,063.02","18,086.40",-0.29%,
10/14/16,"18,177.35","18,261.11","18,138.38","18,138.38",0.22%,
10/13/16,"18,088.32","18,137.70","17,959.95","18,098.94",-0.25%,
10/12/16,"18,132.63","18,193.96","18,082.09","18,144.20",0.09%,
10/11/16,"18,308.43","18,312.33","18,061.96","18,128.66",-1.09%,
10/10/16,"18,282.95","18,399.96","18,282.95","18,329.04",0.49%,
10/7/16,"18,295.35","18,319.73","18,149.35","18,240.49",-0.15%,
10/6/16,"18,280.42","18,288.12","18,162.97","18,268.50",-0.07%,
10/5/16,"18,205.50","18,315.82","18,205.50","18,281.03",0.62%,
10/4/16,"18,267.68","18,313.77","18,116.26","18,168.45",-0.47%,
10/3/16,"18,279.60","18,279.80","18,203.75","18,253.85",-0.30%,
9/30/16,"18,181.80","18,369.62","18,181.80","18,308.15",0.91%,
9/29/16,"18,322.88","18,366.23","18,091.64","18,143.45",-1.07%,
9/28/16,"18,240.22","18,349.86","18,179.34","18,339.24",0.61%,
9/27/16,"18,099.21","18,238.10","18,052.16","18,228.30",0.74%,
9/26/16,"18,217.76","18,217.76","18,083.32","18,094.83",-0.91%,
9/23/16,"18,377.36","18,383.76","18,254.84","18,261.45",-0.71%,
9/22/16,"18,343.76","18,449.88","18,343.76","18,392.46",0.54%,
9/21/16,"18,164.96","18,307.43","18,121.57","18,293.70",0.90%,
9/20/16,"18,175.36","18,227.21","18,128.80","18,129.96",0.05%,
9/19/16,"18,154.82","18,254.88","18,093.05","18,120.17",-0.02%,
9/16/16,"18,217.21","18,217.21","18,070.21","18,123.80",-0.49%,
9/15/16,"18,024.91","18,250.11","18,015.49","18,212.48",0.99%,
9/14/16,"18,073.39","18,163.48","17,992.21","18,034.77",-0.18%,
9/13/16,"18,262.99","18,262.99","18,028.06","18,066.75",-1.41%,
9/12/16,"18,028.95","18,358.69","17,994.84","18,325.07",1.32%,
9/9/16,"18,404.17","18,404.17","18,085.45","18,085.45",-2.13%,
9/8/16,"18,486.69","18,506.24","18,446.69","18,479.91",-0.25%,
9/7/16,"18,527.71","18,536.89","18,474.77","18,526.14",-0.06%,
9/6/16,"18,493.40","18,551.54","18,450.32","18,538.12",0.25%,
9/2/16,"18,466.01","18,544.76","18,439.10","18,491.96",0.39%,
9/1/16,"18,396.57","18,430.05","18,295.48","18,419.30",0.10%,
8/31/16,"18,436.70","18,439.68","18,333.56","18,400.88",-0.29%,
8/30/16,"18,491.28","18,514.29","18,408.52","18,454.30",-0.26%,
8/29/16,"18,421.29","18,523.09","18,419.92","18,502.99",0.58%,
8/26/16,"18,467.92","18,572.09","18,335.34","18,395.40",-0.29%,
8/25/16,"18,471.21","18,497.68","18,431.46","18,448.41",-0.18%,
8/24/16,"18,537.50","18,539.15","18,448.27","18,481.48",-0.35%,
8/23/16,"18,568.94","18,631.60","18,545.52","18,547.30",0.10%,
8/22/16,"18,535.86","18,570.92","18,466.86","18,529.42",-0.12%,
8/19/16,"18,585.17","18,585.17","18,491.24","18,552.57",-0.24%,
8/18/16,"18,566.54","18,600.82","18,533.29","18,597.70",0.13%,
8/17/16,"18,537.09","18,582.35","18,468.68","18,573.94",0.12%,
8/16/16,"18,614.48","18,614.86","18,550.65","18,552.02",-0.45%,
8/15/16,"18,588.59","18,668.44","18,588.59","18,636.05",0.32%,
8/12/16,"18,595.65","18,606.06","18,535.86","18,576.47",-0.20%,
8/11/16,"18,519.08","18,638.34","18,519.08","18,613.52",0.64%,
8/10/16,"18,541.48","18,561.75","18,468.78","18,495.66",-0.20%,
8/9/16,"18,538.05","18,585.32","18,507.75","18,533.05",0.02%,
8/8/16,"18,540.65","18,569.31","18,502.03","18,529.29",-0.08%,
8/5/16,"18,402.80","18,543.53","18,402.80","18,543.53",1.04%,
8/4/16,"18,351.43","18,397.87","18,325.17","18,352.05",-0.02%,
8/3/16,"18,313.08","18,355.00","18,283.23","18,355.00",0.23%,
8/2/16,"18,401.15","18,403.65","18,247.79","18,313.77",-0.49%,
8/1/16,"18,434.50","18,467.03","18,355.75","18,404.51",-0.15%,
7/29/16,"18,442.52","18,466.55","18,371.12","18,432.24",-0.13%,
7/28/16,"18,461.01","18,483.26","18,368.82","18,456.35",-0.09%,
7/27/16,"18,473.27","18,542.39","18,430.94","18,472.17",-0.01%,
7/26/16,"18,497.37","18,522.47","18,387.22","18,473.75",-0.10%,
7/25/16,"18,554.49","18,555.69","18,452.62","18,493.06",-0.42%,
7/22/16,"18,524.15","18,571.30","18,491.59","18,570.85",0.29%,
7/21/16,"18,589.96","18,590.44","18,469.67","18,517.23",-0.42%,
7/20/16,"18,582.70","18,622.01","18,555.65","18,595.03",0.19%,
7/19/16,"18,503.12","18,562.53","18,495.11","18,559.01",0.14%,
7/18/16,"18,521.55","18,556.13","18,489.84","18,533.05",0.09%,
7/15/16,"18,508.88","18,557.43","18,471.62","18,516.55",0.05%,
7/14/16,"18,414.30","18,537.57","18,414.30","18,506.41",0.73%,
7/13/16,"18,356.78","18,390.16","18,315.76","18,372.12",0.13%,
7/12/16,"18,259.12","18,371.95","18,259.12","18,347.67",0.66%,
7/11/16,"18,161.53","18,283.90","18,161.53","18,226.93",0.44%,
7/8/16,"17,971.22","18,166.77","17,971.22","18,146.74",1.40%,
7/7/16,"17,924.24","17,984.95","17,816.65","17,895.88",-0.13%,
7/6/16,"17,807.47","17,926.91","17,713.45","17,918.62",0.44%,
7/5/16,"17,904.45","17,904.45","17,785.28","17,840.62",-0.61%,
7/1/16,"17,924.24","18,002.38","17,916.91","17,949.37",0.11%,
6/30/16,"17,712.76","17,930.61","17,711.80","17,929.99",1.33%,
6/29/16,"17,456.02","17,704.51","17,456.02","17,694.68",1.64%,
6/28/16,"17,190.51","17,409.72","17,190.51","17,409.72",1.57%,
6/27/16,"17,355.21","17,355.21","17,063.08","17,140.24",-1.50%,
6/24/16,"17,946.63","17,946.63","17,356.34","17,400.75",-3.39%,
6/23/16,"17,844.11","18,011.07","17,844.11","18,011.07",1.29%,
6/22/16,"17,832.67","17,920.16","17,770.36","17,780.83",-0.27%,
6/21/16,"17,827.33","17,877.84","17,799.80","17,829.73",0.14%,
6/20/16,"17,736.87","17,946.36","17,736.87","17,804.87",0.73%,
6/17/16,"17,733.44","17,733.44","17,602.78","17,675.16",-0.33%,
6/16/16,"17,602.23","17,754.91","17,471.29","17,733.10",0.53%,
6/15/16,"17,703.65","17,762.96","17,629.01","17,640.17",-0.20%,
6/14/16,"17,710.77","17,733.92","17,595.79","17,674.82",-0.33%,
6/13/16,"17,830.50","17,893.28","17,731.35","17,732.48",-0.74%,
6/10/16,"17,938.82","17,938.82","17,812.34","17,865.34",-0.67%,
6/9/16,"17,969.98","18,005.22","17,915.88","17,985.19",-0.11%,
6/8/16,"17,931.91","18,016.00","17,931.91","18,005.05",0.37%,
6/7/16,"17,936.22","18,003.23","17,936.22","17,938.28",0.10%,
6/6/16,"17,825.69","17,949.68","17,822.81","17,920.33",0.64%,
6/3/16,"17,799.80","17,833.17","17,689.68","17,807.06",-0.18%,
6/2/16,"17,789.05","17,838.56","17,703.55","17,838.56",0.27%,
6/1/16,"17,754.55","17,809.18","17,664.79","17,789.67",0.01%,
5/31/16,"17,891.50","17,899.24","17,724.03","17,787.20",-0.48%,
5/27/16,"17,826.85","17,873.22","17,824.73","17,873.22",0.25%,
5/26/16,"17,859.52","17,888.66","17,803.82","17,828.29",-0.13%,
5/25/16,"17,735.09","17,891.71","17,735.09","17,851.51",0.82%,
5/24/16,"17,525.19","17,742.59","17,525.19","17,706.05",1.22%,
5/23/16,"17,507.04","17,550.70","17,480.05","17,492.93",-0.05%,
5/20/16,"17,437.32","17,571.75","17,437.32","17,500.94",0.38%,
5/19/16,"17,514.16","17,514.16","17,331.07","17,435.40",-0.52%,
5/18/16,"17,501.28","17,636.22","17,418.21","17,526.62",-0.02%,
5/17/16,"17,701.46","17,701.46","17,469.92","17,529.98",-1.02%,
5/16/16,"17,531.76","17,755.80","17,531.76","17,710.71",1.00%,
5/13/16,"17,711.12","17,734.74","17,512.48","17,535.32",-1.05%,
5/12/16,"17,722.01","17,798.19","17,625.38","17,720.50",0.05%,
5/11/16,"17,919.03","17,919.03","17,711.05","17,711.12",-1.21%,
5/10/16,"17,726.66","17,934.61","17,726.66","17,928.35",1.26%,
5/9/16,"17,743.85","17,783.16","17,668.38","17,705.91",-0.20%,
5/6/16,"17,650.30","17,744.54","17,580.38","17,740.63",0.45%,
5/5/16,"17,664.48","17,736.11","17,615.82","17,660.71",0.05%,
5/4/16,"17,735.02","17,738.06","17,609.01","17,651.26",-0.56%,
5/3/16,"17,870.75","17,870.75","17,670.88","17,750.91",-0.78%,
5/2/16,"17,783.78","17,912.35","17,773.71","17,891.16",0.66%,
4/29/16,"17,813.09","17,814.83","17,651.98","17,773.64",-0.32%,
4/28/16,"18,023.88","18,035.73","17,796.55","17,830.76",-1.17%,
4/27/16,"17,996.14","18,084.66","17,920.26","18,041.55",0.28%,
4/26/16,"17,987.38","18,043.77","17,934.17","17,990.32",0.07%,
4/25/16,"17,990.94","17,990.94","17,855.55","17,977.24",-0.15%,
4/22/16,"17,985.05","18,026.85","17,909.89","18,003.75",0.12%,
4/21/16,"18,092.84","18,107.29","17,963.89","17,982.52",-0.63%,
4/20/16,"18,059.49","18,167.63","18,031.21","18,096.27",0.24%,
4/19/16,"18,012.10","18,103.46","17,984.43","18,053.60",0.27%,
4/18/16,"17,890.20","18,009.53","17,848.22","18,004.16",0.60%,
4/15/16,"17,925.95","17,937.65","17,867.41","17,897.46",-0.16%,
4/14/16,"17,912.25","17,962.14","17,885.44","17,926.43",0.10%,
4/13/16,"17,741.66","17,918.35","17,741.66","17,908.28",1.06%,
4/12/16,"17,571.34","17,744.43","17,553.57","17,721.25",0.94%,
4/11/16,"17,586.48","17,731.63","17,555.90","17,556.41",-0.12%,
4/8/16,"17,555.39","17,694.51","17,528.16","17,576.96",0.20%,
4/7/16,"17,687.28","17,687.28","17,484.23","17,541.96",-0.98%,
4/6/16,"17,605.45","17,723.55","17,542.54","17,716.05",0.64%,
4/5/16,"17,718.03","17,718.03","17,579.56","17,603.32",-0.75%,
4/4/16,"17,799.39","17,806.38","17,710.67","17,737.00",-0.31%,
4/1/16,"17,661.74","17,811.48","17,568.02","17,792.75",0.61%,
3/31/16,"17,716.05","17,755.70","17,669.72","17,685.09",-0.18%,
3/30/16,"17,652.36","17,790.11","17,652.36","17,716.66",0.47%,
3/29/16,"17,512.58","17,642.81","17,434.27","17,633.11",0.56%,
3/28/16,"17,526.08","17,583.81","17,493.03","17,535.39",0.11%,
3/24/16,"17,485.33","17,517.14","17,399.01","17,515.73",0.08%,
3/23/16,"17,588.81","17,588.81","17,486.27","17,502.59",-0.45%,
3/22/16,"17,602.71","17,648.94","17,540.42","17,582.57",-0.23%,
3/21/16,"17,589.70","17,644.97","17,551.28","17,623.87",0.12%,
3/18/16,"17,481.49","17,620.58","17,481.49","17,602.30",0.69%,
3/17/16,"17,321.38","17,529.01","17,297.65","17,481.49",0.90%,
3/16/16,"17,249.34","17,379.18","17,204.07","17,325.76",0.43%,
3/15/16,"17,217.15","17,251.70","17,120.35","17,251.53",0.13%,
3/14/16,"17,207.49","17,275.07","17,161.16","17,229.13",0.09%,
3/11/16,"17,014.99","17,220.09","17,014.99","17,213.31",1.28%,
3/10/16,"17,006.05","17,130.11","16,821.86","16,995.13",-0.03%,
3/9/16,"16,969.17","17,048.50","16,947.94","17,000.36",0.21%,
3/8/16,"17,050.67","17,072.79","16,921.51","16,964.10",-0.64%,
3/7/16,"16,991.29","17,099.25","16,940.48","17,073.95",0.40%,
3/4/16,"16,945.00","17,062.38","16,898.84","17,006.77",0.37%,
3/3/16,"16,896.17","16,944.31","16,820.73","16,943.90",0.26%,
3/2/16,"16,851.17","16,900.17","16,766.32","16,899.32",0.20%,
3/1/16,"16,545.67","16,865.56","16,545.67","16,865.08",2.11%,
2/29/16,"16,634.15","16,726.12","16,510.40","16,516.50",-0.74%,
2/26/16,"16,712.70","16,795.98","16,623.91","16,639.97",-0.34%,
2/25/16,"16,504.38","16,697.98","16,458.42","16,697.29",1.29%,
2/24/16,"16,418.84","16,507.39","16,165.86","16,484.99",0.32%,
2/23/16,"16,610.39","16,610.39","16,403.53","16,431.78",-1.14%,
2/22/16,"16,417.13","16,664.24","16,417.13","16,620.66",1.40%,
2/19/16,"16,410.96","16,410.96","16,278.00","16,391.99",-0.13%,
2/18/16,"16,483.76","16,511.84","16,390.43","16,413.43",-0.25%,
2/17/16,"16,217.98","16,486.12","16,217.98","16,453.83",1.59%,
2/16/16,"16,012.39","16,196.41","16,012.39","16,196.41",1.39%,
2/12/16,"15,691.62","15,974.04","15,691.62","15,973.84",2.00%,
2/11/16,"15,897.82","15,897.82","15,503.01","15,660.18",-1.60%,
2/10/16,"16,035.61","16,201.89","15,899.91","15,914.74",-0.62%,
2/9/16,"16,005.41","16,136.62","15,881.11","16,014.38",-0.08%,
2/8/16,"16,147.51","16,147.51","15,803.55","16,027.05",-1.10%,
2/5/16,"16,417.95","16,423.63","16,129.81","16,204.97",-1.29%,
2/4/16,"16,329.67","16,485.84","16,266.16","16,416.58",0.49%,
2/3/16,"16,186.20","16,381.69","15,960.45","16,336.66",1.13%,
2/2/16,"16,420.21","16,420.21","16,108.44","16,153.54",-1.80%,
2/1/16,"16,453.63","16,510.98","16,299.47","16,449.18",-0.10%,
1/29/16,"16,090.26","16,466.30","16,090.26","16,466.30",2.47%,
1/28/16,"15,960.28","16,102.14","15,863.72","16,069.64",0.79%,
1/27/16,"16,168.74","16,235.03","15,878.30","15,944.46",-1.38%,
1/26/16,"15,893.16","16,185.79","15,893.16","16,167.23",1.78%,
1/25/16,"16,086.46","16,086.46","15,880.15","15,885.22",-1.29%,
1/22/16,"15,921.10","16,136.79","15,921.10","16,093.51",1.33%,
1/21/16,"15,768.87","16,038.59","15,704.66","15,882.68",0.74%,
1/20/16,"15,989.45","15,989.45","15,450.56","15,766.74",-1.56%,
1/19/16,"16,009.45","16,171.96","15,900.25","16,016.02",0.17%,
1/15/16,"16,354.33","16,354.33","15,842.11","15,988.08",-2.39%,
1/14/16,"16,159.01","16,482.05","16,075.12","16,379.05",1.41%,
1/13/16,"16,526.63","16,593.51","16,123.20","16,151.41",-2.21%,
1/12/16,"16,419.11","16,591.35","16,322.07","16,516.22",0.72%,
1/11/16,"16,358.71","16,461.85","16,232.03","16,398.57",0.32%,
1/8/16,"16,519.17","16,651.89","16,314.57","16,346.45",-1.02%,
1/7/16,"16,888.36","16,888.36","16,463.63","16,514.10",-2.32%,
1/6/16,"17,154.83","17,154.83","16,817.62","16,906.51",-1.47%,
1/5/16,"17,147.50","17,195.84","17,038.61","17,158.66",0.06%,
1/4/16,"17,405.48","17,405.48","16,957.63","17,148.94",-1.58%,
12/31/15,"17,590.66","17,590.66","17,421.16","17,425.03",-1.02%,
12/30/15,"17,711.94","17,714.13","17,588.87","17,603.87",-0.66%,
12/29/15,"17,547.37","17,750.02","17,547.37","17,720.98",1.10%,
12/28/15,"17,535.66","17,536.90","17,437.34","17,528.27",-0.14%,
12/24/15,"17,593.26","17,606.34","17,543.95","17,552.17",-0.29%,
12/23/15,"17,427.63","17,607.92","17,427.63","17,602.61",1.06%,
12/22/15,"17,253.55","17,451.11","17,242.86","17,417.27",0.96%,
12/21/15,"17,154.94","17,272.36","17,116.73","17,251.62",0.72%,
12/18/15,"17,495.04","17,496.58","17,124.31","17,128.55",-2.10%,
12/17/15,"17,756.54","17,796.76","17,493.50","17,495.84",-1.43%,
12/16/15,"17,530.85","17,784.36","17,483.68","17,749.09",1.28%,
12/15/15,"17,374.78","17,627.63","17,341.18","17,524.91",0.90%,
12/14/15,"17,277.11","17,378.02","17,138.47","17,368.50",0.60%,
12/11/15,"17,574.75","17,574.75","17,230.50","17,265.21",-1.76%,
12/10/15,"17,493.17","17,697.74","17,474.66","17,574.75",0.47%,
12/9/15,"17,558.18","17,767.69","17,403.51","17,492.30",-0.43%,
12/8/15,"17,703.99","17,703.99","17,485.39","17,568.00",-0.92%,
12/7/15,"17,845.49","17,845.49","17,639.25","17,730.51",-0.66%,
12/4/15,"17,482.68","17,866.47","17,482.68","17,847.63",2.12%,
12/3/15,"17,741.57","17,780.59","17,425.56","17,477.67",-1.42%,
12/2/15,"17,883.14","17,901.58","17,708.20","17,729.68",-0.89%,
12/1/15,"17,719.72","17,895.50","17,719.72","17,888.35",0.95%,
11/30/15,"17,802.84","17,837.24","17,719.79","17,719.92",-0.44%,
11/27/15,"17,806.04","17,830.36","17,749.32","17,798.49",-0.08%,
11/25/15,"17,820.81","17,854.92","17,801.83","17,813.39",0.01%,
11/24/15,"17,770.90","17,862.60","17,683.51","17,812.19",0.11%,
11/23/15,"17,823.61","17,868.18","17,751.53","17,792.68",-0.17%,
11/20/15,"17,732.75","17,914.34","17,732.75","17,823.81",0.51%,
11/19/15,"17,739.83","17,772.97","17,681.98","17,732.75",-0.02%,
11/18/15,"17,485.49","17,752.16","17,485.49","17,737.16",1.42%,
11/17/15,"17,486.99","17,599.33","17,451.41","17,489.50",0.04%,
11/16/15,"17,229.94","17,483.01","17,210.43","17,483.01",1.38%,
11/13/15,"17,439.25","17,439.25","17,238.89","17,245.24",-1.16%,
11/12/15,"17,691.93","17,691.93","17,443.50","17,448.07",-1.44%,
11/11/15,"17,769.50","17,807.18","17,696.91","17,702.22",-0.32%,
11/10/15,"17,724.13","17,768.66","17,657.72","17,758.21",0.16%,
11/9/15,"17,900.78","17,900.78","17,667.78","17,730.48",-1.00%,
11/6/15,"17,855.22","17,912.04","17,768.60","17,910.33",0.26%,
11/5/15,"17,871.25","17,929.51","17,779.19","17,863.43",-0.02%,
11/4/15,"17,929.58","17,964.12","17,828.83","17,867.58",-0.28%,
11/3/15,"17,819.74","17,977.85","17,796.02","17,918.15",0.50%,
11/2/15,"17,672.62","17,845.90","17,655.02","17,828.76",0.94%,
10/30/15,"17,756.60","17,799.96","17,662.87","17,663.54",-0.52%,
10/29/15,"17,771.50","17,786.00","17,684.72","17,755.80",-0.13%,
10/28/15,"17,586.69","17,779.95","17,556.71","17,779.52",1.13%,
10/27/15,"17,608.89","17,635.18","17,540.57","17,581.43",-0.24%,
10/26/15,"17,649.57","17,660.70","17,602.51","17,623.05",-0.13%,
10/23/15,"17,525.11","17,679.37","17,525.11","17,646.70",0.90%,
10/22/15,"17,180.88","17,505.18","17,180.88","17,489.16",1.87%,
10/21/15,"17,225.93","17,314.99","17,153.13","17,168.61",-0.28%,
10/20/15,"17,228.47","17,264.88","17,147.99","17,217.11",-0.08%,
10/19/15,"17,209.43","17,235.95","17,129.19","17,230.54",0.08%,
10/16/15,"17,141.75","17,220.02","17,107.35","17,215.97",0.43%,
10/15/15,"16,944.86","17,144.42","16,933.57","17,141.75",1.28%,
10/14/15,"17,079.08","17,111.38","16,887.67","16,924.75",-0.92%,
10/13/15,"17,113.55","17,172.81","17,034.45","17,081.89",-0.29%,
10/12/15,"17,082.29","17,139.21","17,064.58","17,131.86",0.28%,
10/9/15,"17,054.69","17,110.88","17,027.23","17,084.49",0.20%,
10/8/15,"16,904.17","17,081.28","16,859.34","17,050.75",0.82%,
10/7/15,"16,805.42","16,963.30","16,765.00","16,912.29",0.73%,
10/6/15,"16,774.02","16,865.09","16,746.03","16,790.19",0.08%,
10/5/15,"16,502.10","16,798.37","16,502.10","16,776.43",1.85%,
10/2/15,"16,258.25","16,472.77","16,013.66","16,472.37",1.23%,
10/1/15,"16,278.62","16,348.87","16,073.82","16,272.01",-0.08%,
9/30/15,"16,057.08","16,297.60","16,057.08","16,284.70",1.47%,
9/29/15,"16,001.76","16,118.89","15,942.37","16,049.13",0.30%,
9/28/15,"16,313.26","16,313.26","15,981.85","16,001.89",-1.92%,
